"COLUMN_ID","SCHEMA","TABLE","COLUMN","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","NULLABLE"
47,"AIRFLOW","MPR_STAGE_2","PAYMENT_PARTNER","VARCHAR2",243,,,"Y"
48,"AIRFLOW","MPR_STAGE_2","PARTNER","VARCHAR2",243,,,"Y"
49,"AIRFLOW","MPR_STAGE_2","PARTNER_ID","NUMBER",22,,,"Y"
50,"AIRFLOW","MPR_STAGE_2","PARTNER_ID_DAUGHTER","NUMBER",22,8,0,"Y"
51,"AIRFLOW","MPR_STAGE_2","ADMINISTRATIVE_AREA_NAME","VARCHAR2",200,,,"Y"
52,"AIRFLOW","MPR_STAGE_2","ZONE1","VARCHAR2",200,,,"Y"
53,"AIRFLOW","MPR_STAGE_2","SUBS_PERIOD_NUMBER","NUMBER",22,,,"Y"
54,"AIRFLOW","MPR_STAGE_2","PAYMENT_TYPE","VARCHAR2",53,,,"Y"
1,"AIRFLOW","MPR_STAGE_3","PRODUCT_ID","VARCHAR2",100,,,"Y"
2,"AIRFLOW","MPR_STAGE_3","NAME","VARCHAR2",4031,,,"Y"
3,"AIRFLOW","MPR_STAGE_3","CATEGORY_ID","VARCHAR2",200,,,"Y"
4,"AIRFLOW","MPR_STAGE_3","CATEGORY_NAME","VARCHAR2",1020,,,"Y"
5,"AIRFLOW","MPR_STAGE_3","PUBLISHER_ID","VARCHAR2",200,,,"Y"
6,"AIRFLOW","MPR_STAGE_3","PUBLISHER_NAME","VARCHAR2",1020,,,"Y"
7,"AIRFLOW","MPR_STAGE_3","PUBLISHER_INN","VARCHAR2",500,,,"Y"
8,"AIRFLOW","MPR_STAGE_3","PUBLISHER_KPP","VARCHAR2",500,,,"Y"
9,"AIRFLOW","MPR_STAGE_3","USER_ID","VARCHAR2",100,,,"Y"
10,"AIRFLOW","MPR_STAGE_3","NN_BY_APP","NUMBER",22,,,"Y"
11,"AIRFLOW","MPR_STAGE_3","NN_BY_USER","NUMBER",22,,,"Y"
12,"AIRFLOW","MPR_STAGE_3","D_DATE","DATE",7,,,"Y"
13,"AIRFLOW","MPR_STAGE_3","YYYY_MM","VARCHAR2",7,,,"Y"
14,"AIRFLOW","MPR_STAGE_3","YYYY_Q","VARCHAR2",6,,,"Y"
15,"AIRFLOW","MPR_STAGE_3","WEEKDAY","VARCHAR2",16,,,"Y"
16,"AIRFLOW","MPR_STAGE_3","DD","NUMBER",22,,,"Y"
17,"AIRFLOW","MPR_STAGE_3","PERIOD","VARCHAR2",45,,,"Y"
18,"AIRFLOW","MPR_STAGE_3","SUBSYSTEM_ID","VARCHAR2",15,,,"Y"
19,"AIRFLOW","MPR_STAGE_3","GATEWAY_ID","VARCHAR2",32767,,,"Y"
20,"AIRFLOW","MPR_STAGE_3","DOPLATA","NUMBER",22,,,"Y"
21,"AIRFLOW","MPR_STAGE_3","IS_SERVICE_APP","VARCHAR2",6,,,"Y"
22,"AIRFLOW","MPR_STAGE_3","PAYMENT_PARTNER_ID","VARCHAR2",100,,,"Y"
23,"AIRFLOW","MPR_STAGE_3","PAYMENT_ID","VARCHAR2",100,,,"Y"
24,"AIRFLOW","MPR_STAGE_3","SUBSCRIPTION_ID","VARCHAR2",50,,,"Y"
25,"AIRFLOW","MPR_STAGE_3","PAYMENTS","NUMBER",22,,,"Y"
26,"AIRFLOW","MPR_STAGE_3","EVOTORSHARE","NUMBER",22,,,"Y"
27,"AIRFLOW","MPR_STAGE_3","SALESSHARE","NUMBER",22,,,"Y"
28,"AIRFLOW","MPR_STAGE_3","PUBLISHERSHARE","NUMBER",22,,,"Y"
29,"AIRFLOW","MPR_STAGE_3","VATSUM","NUMBER",22,,,"Y"
30,"AIRFLOW","MPR_STAGE_3","EVOTORSHARE_RAW","NUMBER",22,,,"Y"
31,"AIRFLOW","MPR_STAGE_3","SALESSHARE_RAW","NUMBER",22,,,"Y"
32,"AIRFLOW","MPR_STAGE_3","PUBLISERSHARE_RAW","NUMBER",22,,,"Y"
33,"AIRFLOW","MPR_STAGE_3","MIN_PAYMENT_TIMESTAMP","DATE",7,,,"Y"
34,"AIRFLOW","MPR_STAGE_3","SUM_AMOUNT","NUMBER",22,,,"Y"
35,"AIRFLOW","MPR_STAGE_3","AMOUNT_BPLK","NUMBER",22,,,"Y"
36,"AIRFLOW","MPR_STAGE_3","BUNDLE_ID","VARCHAR2",100,,,"Y"
37,"AIRFLOW","MPR_STAGE_3","BUNDLE_NAME","VARCHAR2",4000,,,"Y"
38,"AIRFLOW","MPR_STAGE_3","PAYMENT_MANAGER_ID","NUMBER",22,8,0,"Y"
39,"AIRFLOW","MPR_STAGE_3","IS_RENT_APP","VARCHAR2",6,,,"Y"
40,"AIRFLOW","MPR_STAGE_3","UPD_POCKET_TABAK","NUMBER",22,,,"Y"
41,"AIRFLOW","MPR_STAGE_3","IS_PARTNER_PAYMENT_METHOD","NUMBER",22,,,"Y"
42,"AIRFLOW","MPR_STAGE_3","DOPLATA_REASON","VARCHAR2",73,,,"Y"
43,"AIRFLOW","MPR_STAGE_3","FIN_PROJECT","VARCHAR2",1000,,,"Y"
44,"AIRFLOW","MPR_STAGE_3","KPI_PROJECT","VARCHAR2",1000,,,"Y"
45,"AIRFLOW","MPR_STAGE_3","USER_TYPE","CHAR",1,,,"Y"
46,"AIRFLOW","MPR_STAGE_3","USER_REG","VARCHAR2",7,,,"Y"
47,"AIRFLOW","MPR_STAGE_3","PAYMENT_PARTNER","VARCHAR2",243,,,"Y"
48,"AIRFLOW","MPR_STAGE_3","PARTNER","VARCHAR2",243,,,"Y"
49,"AIRFLOW","MPR_STAGE_3","PARTNER_ID","NUMBER",22,,,"Y"
50,"AIRFLOW","MPR_STAGE_3","PARTNER_ID_DAUGHTER","NUMBER",22,8,0,"Y"
51,"AIRFLOW","MPR_STAGE_3","ADMINISTRATIVE_AREA_NAME","VARCHAR2",200,,,"Y"
52,"AIRFLOW","MPR_STAGE_3","ZONE1","VARCHAR2",200,,,"Y"
53,"AIRFLOW","MPR_STAGE_3","SUBS_PERIOD_NUMBER","NUMBER",22,,,"Y"
54,"AIRFLOW","MPR_STAGE_3","PAYMENT_TYPE","VARCHAR2",53,,,"Y"
55,"AIRFLOW","MPR_STAGE_3","PAYMENT_PARTNER_TYPE","VARCHAR2",200,,,"Y"
56,"AIRFLOW","MPR_STAGE_3","PAYMENT_PARTNER_CRM_NAME","VARCHAR2",401,,,"Y"
57,"AIRFLOW","MPR_STAGE_3","MANAGER_NAME","VARCHAR2",401,,,"Y"
58,"AIRFLOW","MPR_STAGE_3","MANAGERS_PARTNER","VARCHAR2",200,,,"Y"
59,"AIRFLOW","MPR_STAGE_3","MISSION_NAME","VARCHAR2",2000,,,"Y"
60,"AIRFLOW","MPR_STAGE_3","SUB_MANAGER_NAME","VARCHAR2",201,,,"Y"
61,"AIRFLOW","MPR_STAGE_3","SUB_PARTNER_ID","VARCHAR2",40,,,"Y"
62,"AIRFLOW","MPR_STAGE_3","SUB_CRM_MANAGER_ID","VARCHAR2",40,,,"Y"
63,"AIRFLOW","MPR_STAGE_3","SUB_ROLE","VARCHAR2",200,,,"Y"
64,"AIRFLOW","MPR_STAGE_3","DEAL_ID","NUMBER",22,,,"Y"
65,"AIRFLOW","MPR_STAGE_3","CC_SALES_FLAG","NUMBER",22,,,"Y"
66,"AIRFLOW","MPR_STAGE_3","CC_SALES_TYPE","VARCHAR2",60,,,"Y"
67,"AIRFLOW","MPR_STAGE_3","FL_DIGITAL","NUMBER",22,,,"Y"
68,"AIRFLOW","MPR_STAGE_3","FL_DIRECT","NUMBER",22,,,"Y"
69,"AIRFLOW","MPR_STAGE_3","PARTNER_STATUS","VARCHAR2",20,,,"Y"
70,"AIRFLOW","MPR_STAGE_3","FL_SAAS","NUMBER",22,,,"Y"
71,"AIRFLOW","MPR_STAGE_3","CHANNEL","VARCHAR2",42,,,"Y"
1,"AIRFLOW","MY_FIRST_DBT_MODEL","DEVICE_ID","VARCHAR2",800,,,"Y"
2,"AIRFLOW","MY_FIRST_DBT_MODEL","USER_ID","VARCHAR2",800,,,"Y"
3,"AIRFLOW","MY_FIRST_DBT_MODEL","SERIAL_NUMBER","VARCHAR2",1020,,,"Y"
4,"AIRFLOW","MY_FIRST_DBT_MODEL","KKT_REG_ID","VARCHAR2",800,,,"Y"
5,"AIRFLOW","MY_FIRST_DBT_MODEL","FN_SN","VARCHAR2",800,,,"Y"
6,"AIRFLOW","MY_FIRST_DBT_MODEL","FN_END_DATE","DATE",7,,,"Y"
7,"AIRFLOW","MY_FIRST_DBT_MODEL","FN_PRODUCER","VARCHAR2",100,,,"Y"
8,"AIRFLOW","MY_FIRST_DBT_MODEL","FN_LIFE_MONTHS","NUMBER",22,5,0,"Y"
9,"AIRFLOW","MY_FIRST_DBT_MODEL","IS_FISCAL","NUMBER",22,,,"Y"
10,"AIRFLOW","MY_FIRST_DBT_MODEL","MODEL_NAME","VARCHAR2",500,,,"Y"
11,"AIRFLOW","MY_FIRST_DBT_MODEL","MODEL_BRANDING","VARCHAR2",200,,,"Y"
12,"AIRFLOW","MY_FIRST_DBT_MODEL","FFD_VERSION","VARCHAR2",800,,,"Y"
13,"AIRFLOW","MY_FIRST_DBT_MODEL","KKM_VERSION","NUMBER",22,,,"Y"
14,"AIRFLOW","MY_FIRST_DBT_MODEL","ANDROID_VERSION","VARCHAR2",800,,,"Y"
15,"AIRFLOW","MY_FIRST_DBT_MODEL","TABLETPOS_VERSION","VARCHAR2",800,,,"Y"
16,"AIRFLOW","MY_FIRST_DBT_MODEL","FIRST_REG_DATE","DATE",7,,,"Y"
17,"AIRFLOW","MY_FIRST_DBT_MODEL","LAST_REG_DATE","DATE",7,,,"Y"
18,"AIRFLOW","MY_FIRST_DBT_MODEL","OFD_ADDRESS","VARCHAR2",2000,,,"Y"
19,"AIRFLOW","MY_FIRST_DBT_MODEL","OFD_PORT","NUMBER",22,,,"Y"
20,"AIRFLOW","MY_FIRST_DBT_MODEL","INN","VARCHAR2",800,,,"Y"
21,"AIRFLOW","MY_FIRST_DBT_MODEL","ORG_NAME","VARCHAR2",8000,,,"Y"
22,"AIRFLOW","MY_FIRST_DBT_MODEL","OKVED","VARCHAR2",800,,,"Y"
23,"AIRFLOW","MY_FIRST_DBT_MODEL","OKVED_DESCRIPTION","VARCHAR2",200,,,"Y"
24,"AIRFLOW","MY_FIRST_DBT_MODEL","SHOP_ID","NUMBER",22,,0,"Y"
25,"AIRFLOW","MY_FIRST_DBT_MODEL","SHOP_NAME","VARCHAR2",800,,,"Y"
26,"AIRFLOW","MY_FIRST_DBT_MODEL","SHOP_ADRRESS","VARCHAR2",8000,,,"Y"
27,"AIRFLOW","MY_FIRST_DBT_MODEL","SHOP_UUID","VARCHAR2",800,,,"Y"
28,"AIRFLOW","MY_FIRST_DBT_MODEL","PARTNER_ID","NUMBER",22,8,0,"Y"
29,"AIRFLOW","MY_FIRST_DBT_MODEL","PARTNER_NAME","VARCHAR2",200,,,"Y"
30,"AIRFLOW","MY_FIRST_DBT_MODEL","PARTNER_INN","VARCHAR2",12,,,"Y"
31,"AIRFLOW","MY_FIRST_DBT_MODEL","PARTNER_KPP","VARCHAR2",9,,,"Y"
32,"AIRFLOW","MY_FIRST_DBT_MODEL","PARENT_PARTNER_ID","NUMBER",22,,,"Y"
33,"AIRFLOW","MY_FIRST_DBT_MODEL","PARENT_PARTNER_NAME","VARCHAR2",200,,,"Y"
34,"AIRFLOW","MY_FIRST_DBT_MODEL","PARENT_PARTNER_INN","VARCHAR2",12,,,"Y"
35,"AIRFLOW","MY_FIRST_DBT_MODEL","PARENT_PARTNER_KPP","VARCHAR2",9,,,"Y"
36,"AIRFLOW","MY_FIRST_DBT_MODEL","GPS_LAT","NUMBER",22,20,10,"Y"
37,"AIRFLOW","MY_FIRST_DBT_MODEL","GPS_LNG","NUMBER",22,20,10,"Y"
38,"AIRFLOW","MY_FIRST_DBT_MODEL","GPS_ACC","NUMBER",22,20,4,"Y"
39,"AIRFLOW","MY_FIRST_DBT_MODEL","ADDRESS","VARCHAR2",800,,,"Y"
40,"AIRFLOW","MY_FIRST_DBT_MODEL","REGION","VARCHAR2",200,,,"Y"
41,"AIRFLOW","MY_FIRST_DBT_MODEL","CITY","VARCHAR2",800,,,"Y"
42,"AIRFLOW","MY_FIRST_DBT_MODEL","SUB_CITY","VARCHAR2",2000,,,"Y"
43,"AIRFLOW","MY_FIRST_DBT_MODEL","REGION_CODE","NUMBER",22,,,"Y"
44,"AIRFLOW","MY_FIRST_DBT_MODEL","CNT_APP_TOTAL","NUMBER",22,,,"Y"
45,"AIRFLOW","MY_FIRST_DBT_MODEL","CNT_APP_ONETIME","NUMBER",22,,,"Y"
46,"AIRFLOW","MY_FIRST_DBT_MODEL","CNT_APP_FREE","NUMBER",22,,,"Y"
47,"AIRFLOW","MY_FIRST_DBT_MODEL","CNT_APP_PAID","NUMBER",22,,,"Y"
48,"AIRFLOW","MY_FIRST_DBT_MODEL","CNT_APP_TRIAL","NUMBER",22,,,"Y"
49,"AIRFLOW","MY_FIRST_DBT_MODEL","CNT_APP_FREE_PARTNER","NUMBER",22,,,"Y"
50,"AIRFLOW","MY_FIRST_DBT_MODEL","CNT_APP_DEMO_TEST","NUMBER",22,,,"Y"
51,"AIRFLOW","MY_FIRST_DBT_MODEL","CNT_APP_UNKNOWN","NUMBER",22,,,"Y"
52,"AIRFLOW","MY_FIRST_DBT_MODEL","PINPAD","VARCHAR2",200,,,"Y"
53,"AIRFLOW","MY_FIRST_DBT_MODEL","MOBILE_OPERATOR","VARCHAR2",200,,,"Y"
54,"AIRFLOW","MY_FIRST_DBT_MODEL","SIM_ID","VARCHAR2",200,,,"Y"
55,"AIRFLOW","MY_FIRST_DBT_MODEL","CNT_CHECK","NUMBER",22,,,"Y"
56,"AIRFLOW","MY_FIRST_DBT_MODEL","AMOUNT","NUMBER",22,,,"Y"
57,"AIRFLOW","MY_FIRST_DBT_MODEL","AVG_CHECK","NUMBER",22,,,"Y"
58,"AIRFLOW","MY_FIRST_DBT_MODEL","AMOUNT_PER_DAY","NUMBER",22,,,"Y"
59,"AIRFLOW","MY_FIRST_DBT_MODEL","CNT_CHECK_PER_DAY","NUMBER",22,,,"Y"
60,"AIRFLOW","MY_FIRST_DBT_MODEL","CNT_DAY_W_CHECK","NUMBER",22,,,"Y"
61,"AIRFLOW","MY_FIRST_DBT_MODEL","LAST_CHECK_DATE","DATE",7,,,"Y"
62,"AIRFLOW","MY_FIRST_DBT_MODEL","LAST_SELL","VARCHAR2",8000,,,"Y"
63,"AIRFLOW","MY_FIRST_DBT_MODEL","FL_ALCOHOL","NUMBER",22,,,"Y"
64,"AIRFLOW","MY_FIRST_DBT_MODEL","FL_ACQUIRING","NUMBER",22,,,"Y"
65,"AIRFLOW","MY_FIRST_DBT_MODEL","IS_TEST","NUMBER",22,,,"Y"
66,"AIRFLOW","MY_FIRST_DBT_MODEL","IS_DELETED","NUMBER",22,1,0,"Y"
67,"AIRFLOW","MY_FIRST_DBT_MODEL","SEG_ID","NUMBER",22,,,"Y"
68,"AIRFLOW","MY_FIRST_DBT_MODEL","SEGMENT_NAME","VARCHAR2",200,,,"Y"
69,"AIRFLOW","MY_FIRST_DBT_MODEL","PHONE","NUMBER",22,,0,"Y"
70,"AIRFLOW","MY_FIRST_DBT_MODEL","MACROREGION","VARCHAR2",200,,,"Y"
71,"AIRFLOW","MY_FIRST_DBT_MODEL","MODEL_CODE","VARCHAR2",800,,,"Y"
72,"AIRFLOW","MY_FIRST_DBT_MODEL","FL_TABAK","NUMBER",22,1,0,"Y"
73,"AIRFLOW","MY_FIRST_DBT_MODEL","IS_OFFLINE_MODE","NUMBER",22,,,"Y"
74,"AIRFLOW","MY_FIRST_DBT_MODEL","OFD_INN","VARCHAR2",500,,,"Y"
75,"AIRFLOW","MY_FIRST_DBT_MODEL","KKM_BOARD_ID","VARCHAR2",800,,,"Y"
76,"AIRFLOW","MY_FIRST_DBT_MODEL","USE_SIM","NUMBER",22,,,"Y"
77,"AIRFLOW","MY_FIRST_DBT_MODEL","USE_WIFI","NUMBER",22,,,"Y"
78,"AIRFLOW","MY_FIRST_DBT_MODEL","DATE_REG_ON_SITE","DATE",7,,,"Y"
79,"AIRFLOW","MY_FIRST_DBT_MODEL","IS_REG_ON_SITE","NUMBER",22,,,"Y"
80,"AIRFLOW","MY_FIRST_DBT_MODEL","GEO_TYPE","VARCHAR2",100,,,"Y"
81,"AIRFLOW","MY_FIRST_DBT_MODEL","BRAND_NAME","VARCHAR2",1000,,,"Y"
82,"AIRFLOW","MY_FIRST_DBT_MODEL","USER_SEGMENT_AMOUNT","VARCHAR2",800,,,"Y"
83,"AIRFLOW","MY_FIRST_DBT_MODEL","USER_SEGMENT_AVG_CHECK","VARCHAR2",800,,,"Y"
84,"AIRFLOW","MY_FIRST_DBT_MODEL","USER_SEGMENT_CNT_DEVICES","VARCHAR2",800,,,"Y"
85,"AIRFLOW","MY_FIRST_DBT_MODEL","BUYING_ACTIVITY","VARCHAR2",200,,,"Y"
86,"AIRFLOW","MY_FIRST_DBT_MODEL","WARRANTY_STARTED","DATE",7,,,"Y"
87,"AIRFLOW","MY_FIRST_DBT_MODEL","WARRANTY_EXPIRED","DATE",7,,,"Y"
88,"AIRFLOW","MY_FIRST_DBT_MODEL","FL_TOBACCO_MARKED","NUMBER",22,,,"Y"
89,"AIRFLOW","MY_FIRST_DBT_MODEL","AVG_CHECK_90DAYS","NUMBER",22,,,"Y"
90,"AIRFLOW","MY_FIRST_DBT_MODEL","KS_SIM_ID","VARCHAR2",200,,,"Y"
91,"AIRFLOW","MY_FIRST_DBT_MODEL","KS_STATUS","VARCHAR2",100,,,"Y"
92,"AIRFLOW","MY_FIRST_DBT_MODEL","KS_OPERATOR","VARCHAR2",200,,,"Y"
93,"AIRFLOW","MY_FIRST_DBT_MODEL","MOB_TRAF","NUMBER",22,,,"Y"
94,"AIRFLOW","MY_FIRST_DBT_MODEL","WIFI_TRAF","NUMBER",22,,,"Y"
95,"AIRFLOW","MY_FIRST_DBT_MODEL","FL_SHOES","NUMBER",22,,,"Y"
96,"AIRFLOW","MY_FIRST_DBT_MODEL","FL_DRUG","NUMBER",22,,,"Y"
97,"AIRFLOW","MY_FIRST_DBT_MODEL","SAAS_PARENT_PARTNER_PHONE","VARCHAR2",800,,,"Y"
98,"AIRFLOW","MY_FIRST_DBT_MODEL","FL_ONLY_SAAS","NUMBER",22,1,0,"Y"
1,"AIRFLOW","PAGEPATH_PARSE","D_DATE","DATE",7,,,"Y"
2,"AIRFLOW","PAGEPATH_PARSE","USER_ID","VARCHAR2",500,,,"Y"
3,"AIRFLOW","PAGEPATH_PARSE","PAGEPATH","VARCHAR2",3000,,,"Y"
4,"AIRFLOW","PAGEPATH_PARSE","TYPE_OF_VISIT","VARCHAR2",14,,,"Y"
5,"AIRFLOW","PAGEPATH_PARSE","CATEGORY_ID","VARCHAR2",144,,,"Y"
6,"AIRFLOW","PAGEPATH_PARSE","APP_ID","VARCHAR2",144,,,"Y"
7,"AIRFLOW","PAGEPATH_PARSE","CHECKOUT_APP_ID","VARCHAR2",144,,,"Y"
8,"AIRFLOW","PAGEPATH_PARSE","PREVIOUSPAGEPATH","VARCHAR2",3000,,,"Y"
9,"AIRFLOW","PAGEPATH_PARSE","TYPE_OF_FROM_PATH","VARCHAR2",3000,,,"Y"
10,"AIRFLOW","PAGEPATH_PARSE","SUBSCRIPTION_ID","VARCHAR2",800,,,"Y"
11,"AIRFLOW","PAGEPATH_PARSE","CHANNEL","VARCHAR2",200,,,"Y"
12,"AIRFLOW","PAGEPATH_PARSE","WAS_ON_MAIN","NUMBER",22,,,"Y"
13,"AIRFLOW","PAGEPATH_PARSE","WAS_ON_CATEGORY","NUMBER",22,,,"Y"
14,"AIRFLOW","PAGEPATH_PARSE","SUBS_ID_ON_CHECKOUT","VARCHAR2",800,,,"Y"
15,"AIRFLOW","PAGEPATH_PARSE","CHANNEL_ON_CHECKOUT","VARCHAR2",200,,,"Y"
1,"AIRFLOW","REPL_APPOINTMENTS","D_DATE","VARCHAR2",800,,,"Y"
2,"AIRFLOW","REPL_APPOINTMENTS","CREATED_AT","TIMESTAMP(6)",11,,6,"Y"
3,"AIRFLOW","REPL_APPOINTMENTS","UPDATED_AT","TIMESTAMP(6)",11,,6,"Y"
4,"AIRFLOW","REPL_APPOINTMENTS","ID","VARCHAR2",800,,,"Y"
5,"AIRFLOW","REPL_APPOINTMENTS","USER_ID","VARCHAR2",800,,,"Y"
6,"AIRFLOW","REPL_APPOINTMENTS","EMPLOYEE_ID","VARCHAR2",800,,,"Y"
7,"AIRFLOW","REPL_APPOINTMENTS","STATE","VARCHAR2",800,,,"Y"
8,"AIRFLOW","REPL_APPOINTMENTS","PAYLOAD","VARCHAR2",32000,,,"Y"
1,"AIRFLOW","REPL_CLIENTS","D_DATE","VARCHAR2",800,,,"Y"
2,"AIRFLOW","REPL_CLIENTS","CREATED_AT","TIMESTAMP(6)",11,,6,"Y"
3,"AIRFLOW","REPL_CLIENTS","UPDATED_AT","TIMESTAMP(6)",11,,6,"Y"
4,"AIRFLOW","REPL_CLIENTS","ID","VARCHAR2",800,,,"Y"
5,"AIRFLOW","REPL_CLIENTS","USER_ID","VARCHAR2",800,,,"Y"
6,"AIRFLOW","REPL_CLIENTS","EMPLOYEE_ID","VARCHAR2",800,,,"Y"
7,"AIRFLOW","REPL_CLIENTS","STATE","VARCHAR2",800,,,"Y"
8,"AIRFLOW","REPL_CLIENTS","PAYLOAD","VARCHAR2",32000,,,"Y"
1,"AIRFLOW","REPL_DIFF_CHECK","TABLE_NAME","VARCHAR2",800,,,"Y"
2,"AIRFLOW","REPL_DIFF_CHECK","CHECK_DATE","TIMESTAMP(6)",11,,6,"Y"
3,"AIRFLOW","REPL_DIFF_CHECK","POSTGRES_QUERY","VARCHAR2",20000,,,"Y"
4,"AIRFLOW","REPL_DIFF_CHECK","POSTGRES_RESULT","NUMBER",22,,0,"Y"
5,"AIRFLOW","REPL_DIFF_CHECK","ORACLE_TMP_QUERY","VARCHAR2",20000,,,"Y"
6,"AIRFLOW","REPL_DIFF_CHECK","ORACLE_TMP_RESULT","NUMBER",22,,0,"Y"
7,"AIRFLOW","REPL_DIFF_CHECK","CURRENT_TMP_DIFFERENCE","NUMBER",22,4,2,"Y"
8,"AIRFLOW","REPL_DIFF_CHECK","ORACLE_QUERY","VARCHAR2",20000,,,"Y"
9,"AIRFLOW","REPL_DIFF_CHECK","ORACLE_RESULT","NUMBER",22,,0,"Y"
10,"AIRFLOW","REPL_DIFF_CHECK","CURRENT_DIFFERENCE","NUMBER",22,4,2,"Y"
11,"AIRFLOW","REPL_DIFF_CHECK","ALLOWED_DIFFERENCE","NUMBER",22,4,0,"Y"
12,"AIRFLOW","REPL_DIFF_CHECK","IS_CORRECT","NUMBER",22,1,0,"Y"
1,"AIRFLOW","REPL_PAYMENTS","DATE_TIME","TIMESTAMP(6)",11,,6,"Y"
2,"AIRFLOW","REPL_PAYMENTS","UPDATED_AT","TIMESTAMP(6)",11,,6,"Y"
3,"AIRFLOW","REPL_PAYMENTS","DOCUMENT_ID","VARCHAR2",800,,,"Y"
4,"AIRFLOW","REPL_PAYMENTS","CLIENT_ID","VARCHAR2",800,,,"Y"
5,"AIRFLOW","REPL_PAYMENTS","RESOURCE_ID","VARCHAR2",800,,,"Y"
6,"AIRFLOW","REPL_PAYMENTS","USER_ID","VARCHAR2",800,,,"Y"
7,"AIRFLOW","REPL_PAYMENTS","AMOUNT","NUMBER",22,10,0,"Y"
8,"AIRFLOW","REPL_PAYMENTS","ZONE_OFFSET","VARCHAR2",800,,,"Y"
1,"AIRFLOW","REPL_RESOURCES","D_DATE","VARCHAR2",800,,,"Y"
2,"AIRFLOW","REPL_RESOURCES","CREATED_AT","TIMESTAMP(6)",11,,6,"Y"
3,"AIRFLOW","REPL_RESOURCES","UPDATED_AT","TIMESTAMP(6)",11,,6,"Y"
4,"AIRFLOW","REPL_RESOURCES","ID","VARCHAR2",800,,,"Y"
5,"AIRFLOW","REPL_RESOURCES","USER_ID","VARCHAR2",800,,,"Y"
6,"AIRFLOW","REPL_RESOURCES","EMPLOYEE_ID","VARCHAR2",800,,,"Y"
7,"AIRFLOW","REPL_RESOURCES","STATE","VARCHAR2",800,,,"Y"
8,"AIRFLOW","REPL_RESOURCES","PAYLOAD","VARCHAR2",32000,,,"Y"
1,"AIRFLOW","REPL_RESOURCE_TIMETABLES","UPDATED_AT","TIMESTAMP(6)",11,,6,"Y"
2,"AIRFLOW","REPL_RESOURCE_TIMETABLES","RESOURCE_ID","VARCHAR2",800,,,"Y"
3,"AIRFLOW","REPL_RESOURCE_TIMETABLES","USER_ID","VARCHAR2",800,,,"Y"
4,"AIRFLOW","REPL_RESOURCE_TIMETABLES","EMPLOYEE_ID","VARCHAR2",800,,,"Y"
5,"AIRFLOW","REPL_RESOURCE_TIMETABLES","STATE","VARCHAR2",800,,,"Y"
6,"AIRFLOW","REPL_RESOURCE_TIMETABLES","PAYLOAD","VARCHAR2",32767,,,"Y"
1,"AIRFLOW","REPL_SERVICES","D_DATE","VARCHAR2",800,,,"Y"
2,"AIRFLOW","REPL_SERVICES","CREATED_AT","TIMESTAMP(6)",11,,6,"Y"
3,"AIRFLOW","REPL_SERVICES","UPDATED_AT","TIMESTAMP(6)",11,,6,"Y"
4,"AIRFLOW","REPL_SERVICES","ID","VARCHAR2",800,,,"Y"
5,"AIRFLOW","REPL_SERVICES","USER_ID","VARCHAR2",800,,,"Y"
6,"AIRFLOW","REPL_SERVICES","EMPLOYEE_ID","VARCHAR2",800,,,"Y"
7,"AIRFLOW","REPL_SERVICES","STATE","VARCHAR2",800,,,"Y"
8,"AIRFLOW","REPL_SERVICES","PAYLOAD","VARCHAR2",32000,,,"Y"
1,"AIRFLOW","REPORT_COMPARE_COVID","MACROREGION","VARCHAR2",200,,,"Y"
2,"AIRFLOW","REPORT_COMPARE_COVID","REGION","VARCHAR2",200,,,"Y"
3,"AIRFLOW","REPORT_COMPARE_COVID","CITY","VARCHAR2",800,,,"Y"
4,"AIRFLOW","REPORT_COMPARE_COVID","SEGMENT_NAME","VARCHAR2",200,,,"Y"
5,"AIRFLOW","REPORT_COMPARE_COVID","CHECKS_1","NUMBER",22,,,"Y"
6,"AIRFLOW","REPORT_COMPARE_COVID","AMOUNT_1","NUMBER",22,,,"Y"
7,"AIRFLOW","REPORT_COMPARE_COVID","DEVICES_1","NUMBER",22,,,"Y"
8,"AIRFLOW","REPORT_COMPARE_COVID","CHECKS_2","NUMBER",22,,,"Y"
9,"AIRFLOW","REPORT_COMPARE_COVID","AMOUNT_2","NUMBER",22,,,"Y"
10,"AIRFLOW","REPORT_COMPARE_COVID","DEVICES_2","NUMBER",22,,,"Y"
1,"AIRFLOW","REPORT_EGAIS_DEVICES","USER_ID","VARCHAR2",800,,,"Y"
2,"AIRFLOW","REPORT_EGAIS_DEVICES","DEVICE_ID","VARCHAR2",800,,,"Y"
3,"AIRFLOW","REPORT_EGAIS_DEVICES","SEGMENT_NAME","VARCHAR2",200,,,"Y"
4,"AIRFLOW","REPORT_EGAIS_DEVICES","PARTNER_ID","NUMBER",22,8,0,"Y"
5,"AIRFLOW","REPORT_EGAIS_DEVICES","PARTNER_NAME","VARCHAR2",200,,,"Y"
6,"AIRFLOW","REPORT_EGAIS_DEVICES","SAAS_SEGMENT","VARCHAR2",13,,,"Y"
1,"AIRFLOW","REPORT_EGAIS_USERS","USER_ID","VARCHAR2",800,,,"Y"
2,"AIRFLOW","REPORT_EGAIS_USERS","BEER","NUMBER",22,,,"Y"
