"COLUMN_ID","SCHEMA","TABLE","COLUMN","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","NULLABLE"
36,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","DATA_PLOT_BGIMAGE_URL","VARCHAR2",4000,,,"Y"
37,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","DATA_PLOT_BGCORNERS","VARCHAR2",15,,,"Y"
38,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","COLOR_SCHEME","VARCHAR2",255,,,"Y"
39,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","CUSTOM_COLORS","VARCHAR2",4000,,,"Y"
40,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","MAP_UNDEF_COLOR_SCHEME","VARCHAR2",255,,,"Y"
41,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","MAP_UNDEF_CUSTOM_COLORS","VARCHAR2",4000,,,"Y"
42,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_TITLE","VARCHAR2",4000,,,"Y"
43,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_TITLE_FONT","VARCHAR2",4000,,,"Y"
44,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_TITLE_ROTATION","NUMBER",22,,,"Y"
45,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_MIN","NUMBER",22,,,"Y"
46,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_MAX","NUMBER",22,,,"Y"
47,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_DECIMAL_PLACE","NUMBER",22,,,"Y"
48,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_SCROLL_START","VARCHAR2",4000,,,"Y"
49,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_SCROLL_END","VARCHAR2",4000,,,"Y"
50,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_SCROLL_RANGE","VARCHAR2",4000,,,"Y"
51,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_SCROLL_RANGE_UNIT","VARCHAR2",255,,,"Y"
52,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_LABEL_ROTATION","NUMBER",22,,,"Y"
53,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_LABEL_FONT","VARCHAR2",4000,,,"Y"
54,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_PREFIX","VARCHAR2",4000,,,"Y"
55,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_POSTFIX","VARCHAR2",4000,,,"Y"
56,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_MAJOR_INTERVAL","NUMBER",22,,,"Y"
57,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","X_AXIS_MINOR_INTERVAL","NUMBER",22,,,"Y"
58,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_TITLE","VARCHAR2",4000,,,"Y"
59,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_TITLE_FONT","VARCHAR2",4000,,,"Y"
60,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_TITLE_ROTATION","NUMBER",22,,,"Y"
61,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_MIN","NUMBER",22,,,"Y"
62,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_MAX","NUMBER",22,,,"Y"
63,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","EXTRA_Y_AXIS_MIN","NUMBER",22,,,"Y"
64,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","EXTRA_Y_AXIS_MAX","NUMBER",22,,,"Y"
65,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_SCROLL_START","VARCHAR2",4000,,,"Y"
66,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_SCROLL_END","VARCHAR2",4000,,,"Y"
67,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_SCROLL_RANGE","VARCHAR2",4000,,,"Y"
68,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_SCROLL_RANGE_UNIT","VARCHAR2",255,,,"Y"
69,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_DECIMAL_PLACE","NUMBER",22,,,"Y"
70,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_LABEL_ROTATION","NUMBER",22,,,"Y"
71,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_LABEL_FONT","VARCHAR2",4000,,,"Y"
72,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_PREFIX","VARCHAR2",4000,,,"Y"
73,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_POSTFIX","VARCHAR2",4000,,,"Y"
74,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_MAJOR_INTERVAL","NUMBER",22,,,"Y"
75,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","Y_AXIS_MINOR_INTERVAL","NUMBER",22,,,"Y"
76,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","VALUES_PREFIX","VARCHAR2",4000,,,"Y"
77,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","VALUES_POSTFIX","VARCHAR2",4000,,,"Y"
78,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","CHART_TITLE_FONT","VARCHAR2",4000,,,"Y"
79,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","VALUES_FONT","VARCHAR2",4000,,,"Y"
80,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","VALUES_ROTATION","NUMBER",22,,,"Y"
81,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","TOOLTIP_FONT","VARCHAR2",4000,,,"Y"
82,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","LEGEND_FONT","VARCHAR2",4000,,,"Y"
83,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","LEGEND_TITLE","VARCHAR2",4000,,,"Y"
84,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","LEGEND_TITLE_FONT","VARCHAR2",4000,,,"Y"
85,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","GRID_LABELS_FONT","VARCHAR2",4000,,,"Y"
86,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","GAUGE_LABELS_FONT","VARCHAR2",4000,,,"Y"
87,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","ASYNC_UPDATE","VARCHAR2",1,,,"Y"
88,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","ASYNC_TIME","NUMBER",22,,,"Y"
89,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","USE_CHART_XML","VARCHAR2",1,,,"Y"
90,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","CHART_XML","CLOB",4000,,,"Y"
91,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","CREATED_ON","DATE",7,,,"Y"
92,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","CREATED_BY","VARCHAR2",255,,,"Y"
93,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","UPDATED_ON","DATE",7,,,"Y"
94,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","UPDATED_BY","VARCHAR2",255,,,"Y"
95,"APEX_050000","WWV_FLOW_FLASH_CHARTS_5","SECURITY_GROUP_ID","NUMBER",22,,,"N"
1,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","ID","NUMBER",22,,,"N"
2,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","CHART_ID","NUMBER",22,,,"N"
3,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","FLOW_ID","NUMBER",22,,,"Y"
4,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","SERIES_SEQ","NUMBER",22,,,"N"
5,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","SERIES_NAME","VARCHAR2",255,,,"N"
6,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","SERIES_QUERY","CLOB",4000,,,"N"
7,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","SERIES_QUERY_TYPE","VARCHAR2",255,,,"N"
8,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","SERIES_QUERY_PARSE_OPT","VARCHAR2",255,,,"Y"
9,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","SERIES_QUERY_NO_DATA_FOUND","VARCHAR2",4000,,,"Y"
10,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","SERIES_QUERY_ROW_COUNT_MAX","NUMBER",22,,,"Y"
11,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","CREATED_ON","DATE",7,,,"Y"
12,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","CREATED_BY","VARCHAR2",255,,,"Y"
13,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","UPDATED_ON","DATE",7,,,"Y"
14,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","UPDATED_BY","VARCHAR2",255,,,"Y"
15,"APEX_050000","WWV_FLOW_FLASH_CHART_SERIES","SECURITY_GROUP_ID","NUMBER",22,,,"N"
1,"APEX_050000","WWV_FLOW_FLASH_MAP_FILES","ID","NUMBER",22,,,"N"
2,"APEX_050000","WWV_FLOW_FLASH_MAP_FILES","FOLDER_ID","NUMBER",22,,,"N"
3,"APEX_050000","WWV_FLOW_FLASH_MAP_FILES","PARENT_ID","NUMBER",22,,,"Y"
4,"APEX_050000","WWV_FLOW_FLASH_MAP_FILES","MAP_NAME","VARCHAR2",255,,,"Y"
5,"APEX_050000","WWV_FLOW_FLASH_MAP_FILES","MAP_FILE_PATH","VARCHAR2",4000,,,"Y"
6,"APEX_050000","WWV_FLOW_FLASH_MAP_FILES","PROJECTION","VARCHAR2",30,,,"N"
7,"APEX_050000","WWV_FLOW_FLASH_MAP_FILES","ICON","VARCHAR2",4000,,,"Y"
1,"APEX_050000","WWV_FLOW_FLASH_MAP_FOLDERS","ID","NUMBER",22,,,"N"
2,"APEX_050000","WWV_FLOW_FLASH_MAP_FOLDERS","FOLDER_NAME","VARCHAR2",255,,,"Y"
3,"APEX_050000","WWV_FLOW_FLASH_MAP_FOLDERS","PARENT_ID","NUMBER",22,,,"Y"
1,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","ID","NUMBER",22,,,"N"
2,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","FILE_ID","NUMBER",22,,,"N"
3,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","REGION_ID","VARCHAR2",255,,,"Y"
4,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","REGION_NAME","VARCHAR2",255,,,"Y"
5,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","FIPS","VARCHAR2",255,,,"Y"
6,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","STATE_FIPS","NUMBER",22,,,"Y"
7,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","SUB_REGION","VARCHAR2",255,,,"Y"
8,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","ADM1_CODE","VARCHAR2",255,,,"Y"
9,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","ADM1_NAME","VARCHAR2",255,,,"Y"
10,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","CNTRY_NAME","VARCHAR2",255,,,"Y"
11,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","OBJECT_ID","NUMBER",22,,,"Y"
12,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","POP1990","NUMBER",22,,,"Y"
13,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","POP90_SQMI","NUMBER",22,,,"Y"
14,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","WHITE","NUMBER",22,,,"Y"
15,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","HSHOLD_1_M","NUMBER",22,,,"Y"
16,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","MOBILEHOME","NUMBER",22,,,"Y"
17,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","CENTROID_X","NUMBER",22,,,"Y"
18,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","CENTROID_Y","NUMBER",22,,,"Y"
19,"APEX_050000","WWV_FLOW_FLASH_MAP_REGIONS","GMI_ADMIN","VARCHAR2",255,,,"Y"
1,"APEX_050000","WWV_FLOW_FND_GROUP_GROUPS","GRANTEE_GROUP_ID","NUMBER",22,,,"N"
2,"APEX_050000","WWV_FLOW_FND_GROUP_GROUPS","GRANTED_GROUP_ID","NUMBER",22,,,"N"
3,"APEX_050000","WWV_FLOW_FND_GROUP_GROUPS","SECURITY_GROUP_ID","NUMBER",22,,,"N"
1,"APEX_050000","WWV_FLOW_FND_GROUP_USERS","GROUP_ID","NUMBER",22,,,"N"
2,"APEX_050000","WWV_FLOW_FND_GROUP_USERS","USER_ID","NUMBER",22,,,"N"
3,"APEX_050000","WWV_FLOW_FND_GROUP_USERS","SECURITY_GROUP_ID","NUMBER",22,,,"N"
1,"APEX_050000","WWV_FLOW_FND_USER","USER_ID","NUMBER",22,,,"N"
2,"APEX_050000","WWV_FLOW_FND_USER","SECURITY_GROUP_ID","NUMBER",22,,,"N"
3,"APEX_050000","WWV_FLOW_FND_USER","USER_NAME","VARCHAR2",100,,,"N"
4,"APEX_050000","WWV_FLOW_FND_USER","FIRST_NAME","VARCHAR2",255,,,"Y"
5,"APEX_050000","WWV_FLOW_FND_USER","LAST_NAME","VARCHAR2",255,,,"Y"
6,"APEX_050000","WWV_FLOW_FND_USER","CREATION_DATE","DATE",7,,,"N"
7,"APEX_050000","WWV_FLOW_FND_USER","CREATED_BY","VARCHAR2",255,,,"Y"
8,"APEX_050000","WWV_FLOW_FND_USER","LAST_UPDATE_DATE","DATE",7,,,"N"
9,"APEX_050000","WWV_FLOW_FND_USER","LAST_UPDATED_BY","VARCHAR2",255,,,"Y"
10,"APEX_050000","WWV_FLOW_FND_USER","START_DATE","DATE",7,,,"Y"
11,"APEX_050000","WWV_FLOW_FND_USER","END_DATE","DATE",7,,,"Y"
12,"APEX_050000","WWV_FLOW_FND_USER","PERSON_TYPE","VARCHAR2",1,,,"Y"
13,"APEX_050000","WWV_FLOW_FND_USER","EMAIL_ADDRESS","VARCHAR2",240,,,"Y"
14,"APEX_050000","WWV_FLOW_FND_USER","WEB_PASSWORD2","RAW",255,,,"Y"
15,"APEX_050000","WWV_FLOW_FND_USER","WEB_PASSWORD_VERSION","VARCHAR2",20,,,"N"
16,"APEX_050000","WWV_FLOW_FND_USER","LAST_LOGIN","DATE",7,,,"Y"
17,"APEX_050000","WWV_FLOW_FND_USER","BUILDER_LOGIN_COUNT","NUMBER",22,,,"Y"
18,"APEX_050000","WWV_FLOW_FND_USER","LAST_AGENT","VARCHAR2",4000,,,"Y"
19,"APEX_050000","WWV_FLOW_FND_USER","LAST_IP","VARCHAR2",4000,,,"Y"
20,"APEX_050000","WWV_FLOW_FND_USER","ACCOUNT_LOCKED","VARCHAR2",1,,,"Y"
21,"APEX_050000","WWV_FLOW_FND_USER","ACCOUNT_EXPIRY","DATE",7,,,"Y"
22,"APEX_050000","WWV_FLOW_FND_USER","FAILED_ACCESS_ATTEMPTS","NUMBER",22,,,"Y"
23,"APEX_050000","WWV_FLOW_FND_USER","LAST_FAILED_LOGIN","DATE",7,,,"Y"
24,"APEX_050000","WWV_FLOW_FND_USER","FIRST_PASSWORD_USE_OCCURRED","VARCHAR2",1,,,"Y"
25,"APEX_050000","WWV_FLOW_FND_USER","CHANGE_PASSWORD_ON_FIRST_USE","VARCHAR2",1,,,"Y"
26,"APEX_050000","WWV_FLOW_FND_USER","ALLOW_APP_BUILDING_YN","VARCHAR2",1,,,"Y"
27,"APEX_050000","WWV_FLOW_FND_USER","ALLOW_SQL_WORKSHOP_YN","VARCHAR2",1,,,"Y"
28,"APEX_050000","WWV_FLOW_FND_USER","ALLOW_WEBSHEET_DEV_YN","VARCHAR2",1,,,"Y"
29,"APEX_050000","WWV_FLOW_FND_USER","ALLOW_TEAM_DEVELOPMENT_YN","VARCHAR2",1,,,"Y"
30,"APEX_050000","WWV_FLOW_FND_USER","DEFAULT_SCHEMA","VARCHAR2",128,,,"Y"
31,"APEX_050000","WWV_FLOW_FND_USER","ALLOW_ACCESS_TO_SCHEMAS","VARCHAR2",4000,,,"Y"
32,"APEX_050000","WWV_FLOW_FND_USER","DESCRIPTION","VARCHAR2",240,,,"Y"
33,"APEX_050000","WWV_FLOW_FND_USER","WEB_PASSWORD","VARCHAR2",255,,,"Y"
34,"APEX_050000","WWV_FLOW_FND_USER","WEB_PASSWORD_RAW","RAW",255,,,"Y"
35,"APEX_050000","WWV_FLOW_FND_USER","PASSWORD_DATE","DATE",7,,,"Y"
36,"APEX_050000","WWV_FLOW_FND_USER","PASSWORD_ACCESSES_LEFT","NUMBER",22,15,0,"Y"
37,"APEX_050000","WWV_FLOW_FND_USER","PASSWORD_LIFESPAN_ACCESSES","NUMBER",22,15,0,"Y"
38,"APEX_050000","WWV_FLOW_FND_USER","PASSWORD_LIFESPAN_DAYS","NUMBER",22,15,0,"Y"
39,"APEX_050000","WWV_FLOW_FND_USER","DEFAULT_DATE_FORMAT","VARCHAR2",255,,,"Y"
40,"APEX_050000","WWV_FLOW_FND_USER","KNOWN_AS","VARCHAR2",255,,,"Y"
41,"APEX_050000","WWV_FLOW_FND_USER","EMPLOYEE_ID","NUMBER",22,15,0,"Y"
42,"APEX_050000","WWV_FLOW_FND_USER","PERSON_ID","NUMBER",22,,,"Y"
43,"APEX_050000","WWV_FLOW_FND_USER","PROFILE_IMAGE","BLOB",4000,,,"Y"
44,"APEX_050000","WWV_FLOW_FND_USER","PROFILE_IMAGE_NAME","VARCHAR2",100,,,"Y"
45,"APEX_050000","WWV_FLOW_FND_USER","PROFILE_MIMETYPE","VARCHAR2",255,,,"Y"
46,"APEX_050000","WWV_FLOW_FND_USER","PROFILE_FILENAME","VARCHAR2",255,,,"Y"
47,"APEX_050000","WWV_FLOW_FND_USER","PROFILE_LAST_UPDATE","DATE",7,,,"Y"
48,"APEX_050000","WWV_FLOW_FND_USER","PROFILE_CHARSET","VARCHAR2",128,,,"Y"
49,"APEX_050000","WWV_FLOW_FND_USER","ATTRIBUTE_01","VARCHAR2",4000,,,"Y"
50,"APEX_050000","WWV_FLOW_FND_USER","ATTRIBUTE_02","VARCHAR2",4000,,,"Y"
51,"APEX_050000","WWV_FLOW_FND_USER","ATTRIBUTE_03","VARCHAR2",4000,,,"Y"
52,"APEX_050000","WWV_FLOW_FND_USER","ATTRIBUTE_04","VARCHAR2",4000,,,"Y"
53,"APEX_050000","WWV_FLOW_FND_USER","ATTRIBUTE_05","VARCHAR2",4000,,,"Y"
54,"APEX_050000","WWV_FLOW_FND_USER","ATTRIBUTE_06","VARCHAR2",4000,,,"Y"
55,"APEX_050000","WWV_FLOW_FND_USER","ATTRIBUTE_07","VARCHAR2",4000,,,"Y"
56,"APEX_050000","WWV_FLOW_FND_USER","ATTRIBUTE_08","VARCHAR2",4000,,,"Y"
57,"APEX_050000","WWV_FLOW_FND_USER","ATTRIBUTE_09","VARCHAR2",4000,,,"Y"
58,"APEX_050000","WWV_FLOW_FND_USER","ATTRIBUTE_10","VARCHAR2",4000,,,"Y"
1,"APEX_050000","WWV_FLOW_FND_USER_GROUPS","ID","NUMBER",22,,,"N"
2,"APEX_050000","WWV_FLOW_FND_USER_GROUPS","GROUP_NAME","VARCHAR2",255,,,"N"
3,"APEX_050000","WWV_FLOW_FND_USER_GROUPS","SECURITY_GROUP_ID","NUMBER",22,,,"N"
4,"APEX_050000","WWV_FLOW_FND_USER_GROUPS","GROUP_DESC","VARCHAR2",4000,,,"Y"
1,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","ARGUMENT_ID","NUMBER",22,,,"N"
2,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","PROCEDURE_ID","NUMBER",22,,,"N"
3,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","ARGUMENT_NAME","VARCHAR2",30,,,"N"
4,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","LABEL","VARCHAR2",255,,,"Y"
5,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","HELP_TEXT","VARCHAR2",4000,,,"Y"
6,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","MASK","VARCHAR2",255,,,"Y"
7,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","DISPLAY_SEQ_FORM","NUMBER",22,,,"Y"
8,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","DISPLAY_IN_FORM","VARCHAR2",1,,,"Y"
9,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","DISPLAY_AS_FORM","VARCHAR2",50,,,"Y"
10,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","LOV_QUERY","VARCHAR2",4000,,,"Y"
11,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","DEFAULT_VALUE","VARCHAR2",255,,,"Y"
12,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","REQUIRED","VARCHAR2",1,,,"Y"
13,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","ALIGNMENT","VARCHAR2",1,,,"Y"
14,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","DISPLAY_WIDTH","NUMBER",22,,,"Y"
15,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","MAX_WIDTH","NUMBER",22,,,"Y"
16,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","HEIGHT","NUMBER",22,,,"Y"
17,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","CREATED_BY","VARCHAR2",255,,,"N"
18,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","CREATED_ON","DATE",7,,,"N"
19,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","LAST_UPDATED_BY","VARCHAR2",255,,,"Y"
20,"APEX_050000","WWV_FLOW_HNT_ARGUMENT_INFO","LAST_UPDATED_ON","DATE",7,,,"Y"
1,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","COLUMN_ID","NUMBER",22,,,"N"
2,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","SECURITY_GROUP_ID","NUMBER",22,,,"N"
3,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","COLUMN_NAME","VARCHAR2",128,,,"N"
4,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","LABEL","VARCHAR2",4000,,,"Y"
5,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","HELP_TEXT","VARCHAR2",4000,,,"Y"
6,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","FORMAT_MASK","VARCHAR2",255,,,"Y"
7,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","DEFAULT_VALUE","VARCHAR2",255,,,"Y"
8,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","FORM_FORMAT_MASK","VARCHAR2",255,,,"Y"
9,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","FORM_DISPLAY_WIDTH","NUMBER",22,,,"Y"
10,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","FORM_DISPLAY_HEIGHT","NUMBER",22,,,"Y"
11,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","FORM_DATA_TYPE","VARCHAR2",30,,,"Y"
12,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","REPORT_FORMAT_MASK","VARCHAR2",4000,,,"Y"
13,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","REPORT_COL_ALIGNMENT","VARCHAR2",10,,,"Y"
14,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","CREATED_BY","VARCHAR2",255,,,"N"
15,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","CREATED_ON","DATE",7,,,"N"
16,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","LAST_UPDATED_BY","VARCHAR2",255,,,"Y"
17,"APEX_050000","WWV_FLOW_HNT_COLUMN_DICT","LAST_UPDATED_ON","DATE",7,,,"Y"
1,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","COLUMN_ID","NUMBER",22,,,"N"
2,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","TABLE_ID","NUMBER",22,,,"N"
3,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","COLUMN_NAME","VARCHAR2",128,,,"N"
4,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","GROUP_ID","NUMBER",22,,,"Y"
5,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","LABEL","VARCHAR2",255,,,"Y"
6,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","HELP_TEXT","VARCHAR2",4000,,,"Y"
7,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","MASK_FORM","VARCHAR2",255,,,"Y"
8,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","DISPLAY_SEQ_FORM","NUMBER",22,,,"Y"
9,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","DISPLAY_IN_FORM","VARCHAR2",1,,,"Y"
10,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","DISPLAY_AS_FORM","VARCHAR2",50,,,"Y"
11,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","FORM_ATTRIBUTE_01","VARCHAR2",4000,,,"Y"
12,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","FORM_ATTRIBUTE_02","VARCHAR2",4000,,,"Y"
13,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","FORM_ATTRIBUTE_03","VARCHAR2",4000,,,"Y"
14,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","FORM_ATTRIBUTE_04","VARCHAR2",4000,,,"Y"
15,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","FORM_ATTRIBUTE_05","VARCHAR2",4000,,,"Y"
16,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","FORM_ATTRIBUTE_06","VARCHAR2",4000,,,"Y"
17,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","FORM_ATTRIBUTE_07","VARCHAR2",4000,,,"Y"
18,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","FORM_ATTRIBUTE_08","VARCHAR2",4000,,,"Y"
19,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","FORM_ATTRIBUTE_09","VARCHAR2",4000,,,"Y"
20,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","FORM_ATTRIBUTE_10","VARCHAR2",4000,,,"Y"
21,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","FORM_ATTRIBUTE_11","VARCHAR2",4000,,,"Y"
22,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","FORM_ATTRIBUTE_12","VARCHAR2",4000,,,"Y"
23,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","FORM_ATTRIBUTE_13","VARCHAR2",4000,,,"Y"
24,"APEX_050000","WWV_FLOW_HNT_COLUMN_INFO","FORM_ATTRIBUTE_14","VARCHAR2",4000,,,"Y"
